paragraph_no,compound_name,iupac_name,inchi,smiles,has_structure_fig,other_info
[0884],heptadecan-9-yl 8-((3-aminopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,Molecular Weight: 780.28; MS (APCI): m/z (MH+) 780.7
[0884],Compound 113,Heptadecan-9-yl 8-((3-(3-methylthioureido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,"Colorless oil (320 mg, 70%)"
[0888],XX15. Compound 114,"Heptadecan-9-yl 8-((3-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,"MS (APCI): m/z (MH+) 796.7. 1H NMR (300 MHz, CDCl3) δ: ppm 4.85 (p, 1H, J=6.0 Hz); 4.04 (t, 2H, J=6.6 Hz); 3.51 (bs, 2H); 2.93 (bs, 3H); 2.52 (t, 2H, J=6.0 Hz); 2.41 (t, 4H, J=7.8 Hz); 2.31-2.23 (m, 4H); 1.68-1.17 (m, 66H); 0.86 (m, 9H)."
[0892],heptadecan-9-yl 8-((3-chloropropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (APCI): m/z (MH+) 818.7
[0892],Compound 115,Heptadecan-9-yl 8-((3-(4-amino-2-oxopyrimidin-1(2H)-yl)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,
[0896],heptadecan-9-yl 8-((3-chloropropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (APCI): m/z (MH+) 817.7
[0896],Compound 116,Heptadecan-9-yl 8-((3-(6-amino-9H-purin-9-yl)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,
[0900],heptadecan-9-yl 8-((3-chloropropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,"molecular weight: 841.32, MS (APCI): m/z (MH+) 841.7"
[0900],adenine,,,,False,
[0900],"1,8-diazabicycloundec-7-ene",,,,False,
[0900],Compound 118,"3,4-Dipentylphenyl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,
[0900],5-Methoxy-2-(pent-1-yn-1-yl)benzaldehyde,,,,False,"see e.g., Bioorg. Med. Chem. Lett. 2013, 23, 1365"
[0904],2-bromo-5-methoxybenzaldehyde,,,,False,
[0904],1-pentyne,,,,False,
[0904],bis(triphenylphosphino)palladium chloride,,,,False,
[0904],CuI,,,,False,
[0904],triethylamine,,,,False,
[0904],4-Methoxy-2-(pent-1-en-1-yl)-1-(pent-1-yn-1-yl)benzene,,,,False,
[0908],5-methoxy-2-(pent-1-yn-1-yl)benzaldehyde,5-methoxy-2-(pent-1-yn-1-yl)benzaldehyde,,,False,molecular formula: C12H14O2
[0908],"4-Methoxy-1,2-dipentylbenzene","4-methoxy-1,2-dipentylbenzene",,,False,brown oil
[0912],4-methoxy-2-(pent-1-en-1-yl)-1-(pent-1-yn-1-yl)benzene,,,,False,"3.46 g, 14.3 mmol"
[0912],Pd/C,,,,False,"10%, 300 mg"
[0912],"3,4-Dipentylphenol",,,,False,
[0916],"4-methoxy-1,2-dipentylbenzene",,,,False,"3.40 g, 13.7 mmol"
[0916],BBr3,,,,False,"1.65 mL, 17.1 mmol"
[0916],"3,4-Dipentylphenyl 8-bromooctanoate",,,,False,"3.35 g, 97%"
[0920],8-bromooctanoic acid,,,,False,10 mmol
[0920],"3,4-dipentylphenol",,,,False,10 mmol
[0920],N-(3-Dimethylaminopropyl)-N′-ethylcarbodiimide hydrochloride,,,,False,"1.92 g, 10 mmol"
[0920],DMAP,,,,False,"244 mg, 2 mmol"
[0920],Nonyl 8-((2-hydroxyethyl)amino)octanoate,,,,False,"brown oil (4.30 g, 98%)"
[0924],nonyl 8-bromooctanoate,,,,False,MS (APCI): m/z (MH+) 330.3
[0924],2-aminoethanol,,,,False,
[0924],"3,4-Dipentylphenyl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,,False,"product as white solid (1.57 g, 66%)"
[0928],nonyl 8-((2-hydroxyethyl)amino)octanoate,,,,False,MW: 688.09 (from context)
[0928],"3,4-dipentylphenyl 8-bromooctanoate",,,,False,
[0928],"N, N-diisopropylethylamine",,,,False,
[0928],tert-butanol,,,,False,
[0928],Compound 119,Nonyl 8-((2-hydroxyethyl)(8-oxo-8-(4-pentylphenoxy)octyl)amino)octanoate,,,False,"Colorless oil (80 mg). LC/UV (214 nm): RT=10.23 min. MS (APCI): m/z (MH+) 688.6. 1H NMR (300 MHz, CDCl3) δ: ppm 7.11 (d, 1H, J=8.0 Hz); 6.84-6.77 (m, 2H); 4.04 (t, 2H, J=6.6 Hz); 3.51 (t, 2H, J=5.5 Hz); 2.60-2.38 (m, 12H); 2.28 (t, 2H, J=7.4 Hz); 1.79-1.19 (m, 37H); 0.92-0.82 (m, 9H)."
[0928],4-Pentylphenyl 8-bromooctanoate,,,,False,
[0932],8-bromooctanoic acid,,,,False,
[0932],4-pentylphenol,,,,False,
[0932],N-(3-Dimethylaminopropyl)-N′-ethylcarbodiimide hydrochloride,,,,False,
[0932],DMAP,,,,False,
[0932],Nonyl 8-((2-hydroxyethyl)(8-oxo-8-(4-pentylphenoxy)octyl)amino)octanoate,,,,False,colorless oil
[0936],nonyl 8-((2-hydroxyethyl)amino)octanoate,,,,False,
[0936],4-pentylphenyl 8-bromooctanoate,,,,False,
[0936],"N, N-diisopropylethylamine",,,,False,
[0936],Compound 120,Nonyl 8-((2-hydroxyethyl)(8-oxo-8-(3-pentylphenoxy)octyl)amino)octanoate,,,False,colorless oil
[0936],3-Pentylphenol,,,,False,
[0940],m-cresol,,,,False,
[0940],3-Pentylphenyl 8-bromooctanoate,,,,False,"colorless oil (1.23 g, 65%)"
[0944],8-bromooctanoic acid,,,,False,8.20 mmol
[0944],3-pentylphenol,,,,False,7.49 mmol
[0944],N-(3-Dimethylaminopropyl)-N′-ethylcarbodiimide hydrochloride,,,,False,"1.58 g, 8.20 mmol"
[0944],DMAP,,,,False,"183 mg, 1.50 mmol"
[0944],Nonyl 8-((2-hydroxyethyl)(8-oxo-8-(3-pentylphenoxy)octyl)amino)octanoate,,,,False,"colorless oil (2.23 g, 80%)"
[0948],nonyl 8-((2-hydroxyethyl)amino)octanoate,,,,False,"MS (APCI): m/z (MH+) 618.5. 1H NMR (300 MHz, CDCl3) δ: ppm 7.26 (t, 1H, J=8.5 Hz); 7.03 (d, 1H, J=7.6 Hz); 6.91-6.84 (m, 2H); 4.05 (t, 2H, J=6.6 Hz); 3.51 (t, 2H, J=5.5 Hz); 2.64-2.38 (m, 10H); 2.28 (t, 2H, J=7.8 Hz); 1.79-1.19 (m, 41H); 0.91-0.82 (m, 6H)."
[0948],3-pentylphenyl 8-bromooctanoate,,,,False,
[0948],"N, N-diisopropylethylamine",,,,False,
[0948],Compound 121,Heptadecan-9-yl 8-((3-aminopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,Also named Heptadecan-9-yl 8-((3-chloropropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate
[0952],heptadecan-9-yl 8-((3-hydroxypropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (APCI): m/z (MH+) 742.6
[0952],Heptadecan-9-yl 8-((3-azidopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,
[0956],heptadecan-9-yl 8-((3-chloropropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,
[0956],Heptadecan-9-yl 8-((3-aminopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (APCI): m/z (MH+) 749.7
[0960],Compound 122,Heptadecan-9-yl 8-((6-(decan-2-yloxy)-6-oxohexyl)(2-hydroxyethyl)amino)octanoate,,,False,
[0964],Compound 122,,,,False,"MS (ES): m/z (MH+) 697.1 for C43H85NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.91 (m, 2H); 3.62 (m, 2H); 2.81-2.42 (br. m, 5H); 2.30 (m, 4H); 1.73-1.43 (m, 14H); 1.28 (m, 48H); 0.90 (m, 9H)."
[0964],Compound 123,8-(8-(heptadecan-9-yloxy)-8-oxooctyl)amino)octanoate,,,False,
[0968],heptadecan-9-yl 8-bromooctanoate,,,,False,molecular weight: 411.72 (calculated from formula C18H35BrO2)
[0968],heptadecan-9-yl 8-(methylamino)octanoate,,,,False,"MS (ES): m/z (MH+) 412.4 for C26H53NO2. 1H NMR (300 MHz, CDCl3) δ: ppm 4.92 (p, 1H); 2.62 (t, 2H); 2.48 (s, 3H); 2.32-2.27 (m, 2H); 1.66-1.52 (br. m, 8H); 1.28 (m, 30H); 0.90 (m, 6H)."
[0968],Heptadecan-9-yl 8-(methyl(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,
[0972],heptadecan-9-yl 8-(methylamino)octanoate,,,,False,
[0972],nonyl 8-bromooctanoate,,,,False,
[0972],"N,N-diisopropylethylamine",,,,False,
[0972],potassium iodide,,,,False,
[0972],heptadecan-9-yl 8-(methyl(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (ES): m/z (MH+) 681.0 for C43H85NO4. UPLC/ELSD: RT=3.84 min.
[0972],Compound 124,"Di(heptadecan-9-yl) 8,8′-(methylazanediyl)dioctanoate",,,False,
[0976],heptadecan-9-yl 8-bromooctanoate,,,,False,
[0976],methanamine,,,,False,
[0976],"di(heptadecan-9-yl) 8,8′-(methylazanediyl)dioctanoate",,,,False,MS (ES): m/z (MH+) 793.3 for C51H101NO4. UPLC/ELSD: RT=4.03 min.
[0976],Compound 125,3-((8-(Heptadecan-9-yloxy)-8-oxooctyl)(8-(nonyloxy)-8-oxooctyl)amino)propanoic acid,,,False,
[0976],Heptadecan-9-yl 8-((8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,
[0980],heptadecan-9-yl 8-((3-hydroxypropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (M+1): 722.7
[0980],Heptadecan-9-yl 8-((3-(benzyloxy)-3-oxopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,MS (APCI): m/z (MH+) 666.7
[0984],heptadecan-9-yl 8-((8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,,False,Molecular Weight: 828.32
[0984],benzyl acrylate,,,,False,
[0984],methyl ester,,,,False,M+1: 752.7
[0984],3-((8-(Heptadecan-9-yloxy)-8-oxooctyl)(8-(nonyloxy)-8-oxooctyl)amino)propanoic acid,,,,False,"colorless oil (280 mg, 28%)"
[0988],,heptadecan-9-yl 8-((3-(benzyloxy)-3-oxopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,MS (APCI): m/z (MH+) 838.7
[0988],Compound 126,Heptadecan-9-yl 8-(methyl(4-(nonyloxy)-4-oxobutyl)amino)octanoate,,,False,
[0992],heptadecan-9-yl 8-(methylamino)octanoate,,,,False,
[0992],nonyl 4-bromobutanoate,,,,False,
[0992],"N,N-diisopropylethylamine",,,,False,
[0992],heptadecan-9-yl 8-(methyl(4-(nonyloxy)-4-oxobutyl)amino)octanoate,,,,False,MS (ES): m/z (MH+) 624.8 for C39H77NO4
[0996],Compound 127,Nonyl 8-((9-((bis(nonyloxy)phosphoryl)oxy)nonyl)(2-hydroxyethyl)amino)octanoate,,,False,MS (ES): m/z (MH+) 805.1 for C46H94NO7P
[0996],Compound 131,,,,False,
[0996],Compound 128,Heptadecan-9-yl 8-((6-((1-cyclopropylnonyl)oxy)-6-oxohexyl)(2-hydroxyethyl)amino)octanoate,,,False,
[1000],Compound 128,,,,False,"UPLC/ELSD: RT=3.67 min. MS (ES): m/z (MH+) 722.9 for C45H87NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 1H); 4.30 (m, 1H); 3.56 (m, 2H); 2.72-2.39 (m, 6H); 2.30 (m, 4H), 1.76-1.17 (m, 58H); 0.90 (m, 10H); 0.61-0.35 (m, 3H); 0.28 (m, 1H)."
[1000],XX29,Undecyl 6-((8-(dioctylamino)-8-oxooctyl)(2-hydroxyethyl)amino)hexanoate,,,False,
[1004],Compound 129,,,,False,"MS (ES): m/z (MH+) 695.9 for C43H86N2O4. 1H NMR (300 MHz, CDCl3) δ: ppm 4.08 (t, 2H); 3.54 (m, 2H), 3.28 (m, 4H); 2.59 (m, 2H); 2.47 (m, 4H); 2.32 (q, 4H); 1.73-1.19 (m, 58H); 0.90 (m, 9H)."
[1004],Compound 130,Decan-2-yl 8-((8-(dioctylamino)-8-oxooctyl)(2-hydroxyethyl)amino)octanoate,,,False,
[1008],Compound 130,,,,False,"UPLC/ELSD: RT=3.46 min. MS (ES): m/z (MH+) 709.9 for C44H88N2O4. 1H NMR (300 MHz, CDCl3) δ: ppm 4.90 (m, 1H); 3.70 (br. m, 2H), 3.35-3.15 (m, 4H); 2.96-2.41 (br. m, 6H); 2.29 (m, 4H); 1.74-1.43 (m, 14H); 1.41-1.115 (m, 47H); 0.90 (m, 9H)."
[1008],Compound 131,Nonyl 8-((7-((bis(octyloxy)phosphoryl)oxy)heptyl)(2-hydroxyethyl)amino)octanoate,,,False,
[1008],7-Bromoheptyl dioctyl phosphate,,,,False,
[1012],7-bromoheptyl dioctyl phosphate,,,,False,"Molecular Weight: Not specified, Description: Product of reaction between POCl3, 7-bromoheptan-1-ol, and octan-1-ol."
[1012],Nonyl 8-((7-((bis(octyloxy)phosphoryl)oxy)heptyl)(2-hydroxyethyl)amino)octanoate,,,,False,"Molecular Weight: Not specified, Description: Not specified."
[1016],Compound 131,,,,False,"Molecular Weight: 748.124, Description: Synthesized according to general procedure and Representative Procedure 1. MS (ES): m/z (MH+) 750.0 for C42H86NO7P."
[1016],Compound 132,Decan-2-yl 8-((7-((bis(octyloxy)phosphoryl)oxy)heptyl)(2-hydroxyethyl)amino)octanoate,,,False,"Molecular Weight: Not specified, Description: Not specified."
[1020],Compound 132,,,,False,"MS (ES): m/z (MH+) 764.00 for C43H88NO7P. 1H NMR (300 MHz, CDCl3) δ: ppm 4.91 (m, 1H); 4.03 (m, 6H); 3.56 (m, 2H); 2.73-2.38 (br. m, 6H); 2.29 (t, 2H); 1.79-1.16 (m, 61H); 0.90 (m, 9H)."
[1020],Compound 133,"((2-Hydroxyethyl)azanediyl)bis(nonane-9,1-diyl) bis(2-hexyldecanoate)",,,False,
[1024],Compound 133,,,,False,Molecular Formula: C52H103NO5; MS (ES): m/z (MH+) 824.0
[1024],Compound 134,9-((2-Hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)nonyl 2-hexyldecanoate,,,False,
[1028],Compound 134,,,,False,"Molecular Weight: 710.182, UPLC/ELSD: RT=3.48 min. MS (ES): m/z (MH+) 712.0 for C44H87NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.08 (m, 4H); 3.55 (m, 2H); 2.67-2.39 (br. m, 6H); 2.31 (m, 3H); 1.71-1.19 (m, 62H); 0.90 (m, 12H)."
[1028],XX35,7-((8-(Decan-2-yloxy)-8-oxooctyl)(2-hydroxyethyl)amino)heptyl 2-octyldecanoate,,,False,
[1030],,,,,False,Chemical Formula: C45H89NO5
[1032],Compound 135,,,,False,"MS (ES): m/z (MH+) 726.0 for C45H89NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.91 (m, 1H); 4.08 (t, 2H); 3.57 (m, 2H); 2.73-2.40 (br. m, 6H); 2.29 (m, 3H); 1.71-1.16 (m, 66H); 0.90 (m, 9H)."
[1032],Compound 136,"Nonyl 8-((2-hydroxyethyl)((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)octanoate",,,False,
[1034],nonyl 8-bromooctanoate,,,,False,CAS: 22245-51-8. Yield: 77%. Prepared from 8-bromooctanoic acid and nonan-1-ol.
[1035],Nonyl 8-((2-hydroxyethyl)amino)octanoate,,,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 4.06 (t, 2H); 3.40 (t, 2H); 2.29 (t, 2H); 1.85 (m, 2H); 1.72-0.97 (m, 22H); 0.88 (m, 3H)."
[1037],nonyl 8-bromooctanoate,,,,False,molecular weight: 351.38 g/mol
[1037],2-aminoethan-1-ol,2-aminoethanol,C3H9NO,CCO,False,
[1037],nonyl 8-((2-hydroxyethyl)amino)octanoate,,,,False,molecular weight: 315.48 g/mol
[1038],C19H39NO3,,,,False,MH+ m/z 330.42
[1039],"Nonyl 8-((2-hydroxyethyl)((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)octanoate",,,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 4.07 (t, 2H); 3.65 (t, 2H); 2.78 (t, 2H); 2.63 (t, 2H); 2.32-2.19 (m, 4H); 1.73-1.20 (m, 24H); 0.89 (m, 3H)"
[1041],C37H71NO3,,,,False,
[1043],nonyl 8-((2-hydroxyethyl)amino)octanoate,,,,False,
[1043],"(6Z,9Z)-18-bromooctadeca-6,9-diene",,,,False,
[1043],"N,N-diisopropylethylamine",,,,False,
[1043],"nonyl 8-((2-hydroxyethyl)((9Z,12Z)-octadeca-9,12-dien-1-yl)amino)octanoate",,,,False,HBr salt
[1045],Compound 137,Methyl 12-(dodecyl(2-hydroxyethyl)amino)dodecanoate,,,False,
[1045],Methyl 12-bromododecanoate,,,,False,
[1049],12-bromododecanoic acid,,,,False,molecular weight: 8.95 mmol
[1049],methyl 12-bromododecanoate,,,,False,yield: 92%
[1050],Methyl 12-(dodecyl(2-hydroxyethyl)amino)dodecanoate,,,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 3.69 (s, 3H); 3.44 (t, 2H); 2.33 (t, 2H); 1.88 (br. m, 2H); 1.64 (br. m, 2H); 1.45 (br. m, 2H); 1.31 (br. m, 12H)."
[1054],methyl 12-((2-hydroxyethyl)amino)dodecanoate,,,,False,1.51 mmol
[1054],"12,12′-((2-Hydroxyethyl)azanediyl)didodecanoate",,,,False,
[1054],methyl 12-(dodecyl(2-hydroxyethyl)amino)dodecanoate,,,,False,"409 mg, 61%"
[1055],C27H55NO3,,,,False,MH+ 442.60
[1056],Compound 138,"Dinonyl 8,8′-((2-hydroxyethyl)azanediyl)dioctanoate",,,False,
[1056],"Dinonyl 8,8′-((2-hydroxyethyl)azanediyl)dioctanoate","Dinonyl 8,8′-((2-hydroxyethyl)azanediyl)dioctanoate",,,False,
[1060],nonyl 8-bromooctanoate,,,,False,
[1060],2-aminoethan-1-ol,,,,False,
[1060],"N, N-diisopropylethylamine",,,,False,
[1060],"dinonyl 8,8′-((2-hydroxyethyl)azanediyl)dioctanoate",,,,False,Yield: 43%
[1062],Compound 139,"Di((Z)-non-2-en-1-yl) 8,8′-((2-hydroxyethyl)azanediyl)dioctanoate",,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 4.05 (m, 4H); 3.57 (br. m, 2H); 2.71-2.38 (br. m, 6H); 2.29 (m, 4H), 1.71-1.01 (br. m, 49H), 0.88 (m, 6H)."
[1063],Compound 139,,,,True,Synthesized following the Representative Procedure 3.
[1064],Compound 139,,,,False,Chemical Formula: C36H67NO5
[1065],Compound 139,,,,False,Molecular Weight: 593.93
[1066],Compound 139,,,,False,UPLC/ELSD: RT=2.88 min. MS (ES): m/z (MH+) 594.78 for C36H67NO5
[1067],Compound 140,"Di((Z)-undec-2-en-1-yl) 6,6′-((2-hydroxyethyl)azanediyl)dihexanoate",,,False,
[1068],Compound 140,,,,True,Figure US20170210697A1-20170727-C00216
[1069],,,,,False,Chemical Formula: C36H67NO5
[1070],,,,,False,Molecular Weight: 593.93
[1071],,,,,False,MS (ES): m/z (MH+) 594.74 for C36H67NO5
[1073],Compound 141,"Diundecyl 6,6′-((2-hydroxyethyl)azanediyl)dihexanoate",,,True,Synthesized following Representative Procedure 3.
[1077],Compound 142,"12,12′-((2-Hydroxyethyl)azanediyl)didodecanoate",,,False,
[1081],methyl 12-bromododecanoate,,,,False,molecular weight: 5.12 mmol
[1081],"12,12′-((2-hydroxyethyl)azanediyl)didodecanoate",,,,False,"yield: 563 mg, 45%"
[1082],,,,,False,MS (ES): m/z (MH+) 486.63 for C28H55NO5
[1083],Compound 143,Nonyl 8-((2-hydroxyethyl)(7-((2-octyldecyl)oxy)-7-oxoheptyl)amino)octanoate,,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 3.69 (s, 6H); 3.59 (br. m, 2H); 2.75-2.40 (br. m, 6H); 2.32 (t, 4H); 1.64 (m, 4H); 1.48 (br. m, 4H); 1.29 (br. m, 28H)."
[1085],,,,,False,Chemical Formula: C18H36O2
[1086],,,,,False,Molecular Weight: 284.48
[1087],diisopropylamine,,,,False,
[1087],n-BuLi,,,,False,
[1087],decanoic acid,,,,False,
[1087],NaH,,,,False,
[1087],LDA,,,,False,
[1087],1-iodooctane,,,,False,
[1087],2-octyldecanoic acid,,,,False,
[1088],2-Octyldecan-1-ol,,,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 2.38 (br. m, 1H); 1.74-1.03 (br. m, 28H); 0.91 (m, 6H)."
[1092],2-octyldecanoic acid,,,,False,
[1092],LAH,Lithium aluminium hydride,InChI=1S/AlH4.Li,[Li+].[AlH4-],False,"5.2 mL, 5.2 mmol, 1M solution in THF"
[1092],2-octyldecan-1-ol,,,,False,"635 mg, 2.3 mmol"
[1094],2-Octyldecyl 7-bromoheptanoate,,,,False,
[1096],Nonyl 8-((2-hydroxyethyl)(7-((2-octyldecyl)oxy)-7-oxoheptyl)amino)octanoate,,,,True,
[1097],,,,,False,Chemical Formula: C44H87NO5
[1099],,,,,False,"Molecular Weight: 710.182, MS (ES): m/z (MH+) 711.08 for C44H87NO5"
[1100],Compound 144,"Nonyl 8-((8-(dioctylamino)-8-oxooctyl)(2-hydroxyethyl)amino)octanoate 8-Bromo-N,N-dioctyloctanamide",,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 4.05 (t, 2H); 3.96 (d, 2H); 3.58 (br. m, 2H); 2.79-2.36 (br. m, 5H); 2.30 (m, 4H); 1.72-1.01 (br. m, 63H); 0.88 (m, 9H)."
[1104],8-bromooctanoic acid,,,,False,
[1104],dioctylamine,,,,False,
[1104],"8-bromo-N,N-dioctyloctanamide",,,,False,
[1104],"chloro-N,N-dioctyloctanamide",,,,False,
[1105],C24H48BrNO,,,,False,MS (ES): m/z (MH+) 446.53
[1107],Nonyl 8-((8-(dioctylamino)-8-oxooctyl)(2-hydroxyethyl)amino)octanoate,,,,True,Synthesized utilizing Representative Procedure 2.
[1111],Compound 145,Heptadecan-9-yl 8-((2-hydroxyethyl)(8-(methyl(octyl)amino)-8-oxooctyl)amino)octanoate,,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 4.05 (t, 2H); 3.57 (br. m, 2H); 3.35-3.14 (m, 4H); 2.80-.2.20 (m, 10H); 1.74-1.00 (br. m, 59H); 0.88 (m, 9H)."
[1115],Compound 145,,,,False,"UPLC/ELSD: RT=2.17 min. MS (ES): m/z (MH+) 710.0 for C44H88N2O4. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 1H); 3.55 (m, 2H); 3.37 (t, 1H); 3.27 (t, 1H); 2.98 (s, 1.5H); 2.93 (s, 1.5H); 2.59 (m, 2H); 2.47 (m, 4H); 2.30 (m, 4H), 1.75-1.20 (m, 60H); 0.90 (m, 9H)."
[1115],Compound 146,Heptadecan-9-yl 8-((2-hydroxyethyl)(6-(methyl(octyl)amino)-6-oxohexyl)amino)octanoate,,,False,
[1119],Compound 146,,,,False,"MS (ES): m/z (MH+) 682.0 for C42H84N2O4. 1H NMR (300 MHz, CDCl3) δ: ppm 4.88 (m, 1H); 3.55 (m, 2H); 3.37 (t, 1H); 3.26 (t, 1H); 2.98 (s, 1.5H); 2.93 (s, 1.5H); 2.59 (m, 2H); 2.48 (m, 4H); 2.31 (m, 4H), 1.76-1.18 (m, 56H); 0.90 (m, 9H)."
[1119],Compound 147,Tridecan-7-yl 10-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)decanoate,,,False,
[1123],Compound 147,,,,False,"Molecular Weight: 682.128; MS (ES): m/z (MH+) 683.0 for C42H83NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 1H); 4.08 (m, 2H); 3.55 (m, 2H); 2.59 (m, 2H); 2.46 (m, 4H); 2.30 (m, 4H), 1.72-1.18 (m, 58H); 0.90 (m, 9H)"
[1123],XX48,Heptadecan-9-yl 8-((2-hydroxyethyl)(8-((2-methoxynonyl)oxy)-8-oxooctyl)amino)octanoate 1-((tert-Butyldiphenylsilyl)oxy)nonan-2-ol,,,False,
[1127],TBDPSCl,,,,False,
[1127],"nonane-1,2-diol",,,,False,
[1127],imidazole,,,,False,
[1127],1-((tert-butyldiphenylsilyl)oxy)nonan-2-ol,,,,False,Molecular Weight: 19.4 mmol
[1127],2-Methoxynonyl 8-bronmooctanoate,,,,False,
[1131],2-Methoxynonyl 8-bromooctanoate,,,,False,
[1131],Heptadecan-9-yl 8-((2-hydroxyethyl)(8-((2-methoxynonyl)oxy)-8-oxooctyl)amino)octanoate,,,,False,
[1135],Compound 148,,,,False,"Molecular Formula: C45H89NO6, Molecular Weight: 740.208, UPLC/ELSD: RT=2.48 min. MS (ES): m/z (MH+) 741.0 for C45H89NO6. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 1H); 4.19 (m, 1H); 4.04 (m, 1H); 3.57 (m, 2H); 3.42 (s, 3H); 3.37 (m, 1H); 2.73-2.41 (m, 6H); 2.33 (m, 4H), 1.73-1.19 (m, 61H); 0.90 (m, 9H)."
[1135],Compound 149,Heptyl 10-((8-(heptadecan-9-yloxy)-8-oxooctyl)(methyl)amino)decanoate,,,False,
[1139],Compound 149,,,,False,"MS (ES): m/z (MH+) 681.0 for C43H85NO4. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 1H); 4.08 (t, 2H); 2.42-2.14 (m, 11H); 1.73-1.17 (m, 62H); 0.90 (m, 9H)."
[1139],Compound 150,Pentyl 12-((8-(heptadecan-9-yloxy)-8-oxooctyl)(methyl)amino)dodecanoate,,,False,
[1143],Compound 150,,,,False,"MS (ES): m/z (MH+) 681.0 for C43H85NO4. 1H NMR (300 MHz, CDCl3) δ: ppm 4.89 (m, 1H); 4.08 (t, 2H); 2.42-2.16 (m, 10H); 1.73-1.20 (m, 63H); 0.90 (m, 9H)."
[1143],Compound 151,7-((7-(Decanoyloxy)heptyl)(2-hydroxyethyl)amino)heptyl 2-octyldecanoate,,,False,
[1147],Compound 151,,,,False,"MS (ES): m/z (MH+) 711.0 for C44H87NO5. 1H NMR (300 MHz, CDCl3) δ: ppm 4.07 (m, 4H); 3.57 (m, 2H); 2.63 (br. m, 2H); 2.50 (m, 4H); 2.31 (m, 3H), 1.71-1.19 (m, 62H); 0.90 (m, 9H)."
[1147],Compound 152,Nonyl (Z)-8-((2-hydroxyethyl)(10-octyloctadec-8-en-1-yl)amino)octanoate,,,False,
[1147],N-Methoxy-N-methyl-2-octyldecanamide,,,,False,
[1151],2-octyl-decanoic acid,,,,False,
[1151],2-octyldecanoyl chloride,,,,False,
[1151],N-methoxy-N-methyl-2-octyldecanamide,,,,False,"1H NMR (300 MHz, CDCl3) δ: ppm 3.70 (s, 3H); 3.22 (s, 3H); 2.82 (br. m, 1H); 1.62 (m, 2H); 1.51-1.19 (m, 26H); 0.90 (m, 6H)."
[1151],2-Octyldecanol,,,,False,
[1155],N-methoxy-N-methyl-2-octyldecanamide,,,,False,
[1155],2-octyldecanol,,,,False,Molecular Weight: 268.485
[1155],(Z)-10-Octyloctadec-8-en-1-ol,,,,False,
[1159],(8-hydroxyoctyl)triphenylphosphonium bromide,,,,False,
[1159],2-Octyldecanal,,,,False,
